judul,penulis,penerbit,isbn,tahun_terbit,rak,kategori,harga_ganti,stok,deskripsi
Bila Musim Telah Berganti,Purwati Sugito,PT Elex Media Komputindo,97860202035592,2014,800,Sastra,75000,1,Bila Musim Telah Berganti
Dan Gue Bukan Robot,M.Irfan Hidayatullah,Lingkar Pena,9799821630,2004,800,Sastra,75000,1,Dan Gue Bukan Robot
Antologi Puisi Mahabbah,Iqoh Umar,Savana,9786021751862,2014,800,Sastra,75000,1,Antologi Puisi Mahabbah
Mantan Terindah,Zahara Putri,Euthenia,9786021310618,2015,800,Sastra,75000,1,Mantan Terindah
Harley Scuter,Anton WP,CV. Andi Offset,9789792901443,2007,800,Sastra,75000,1,Harley Scuter
Bulan Terbelah di Langit Amerika,Hanum Salabiela Rais dan Rangga Mahendra,Gramedia Pustaka Utama,9786020305455,2014,800,Sastra,75000,1,Bulan Terbelah di Langit Amerika
I Heart Tokyo,"Monica Tedja, Anggabegood",And Offset,9789792944099,2014,800,Sastra,75000,1,I Heart Tokyo
Sagaras,Tere Liye,Sabakgrip Nusantara,9786239726256,2022,800,Sastra,75000,1,Sagaras
Kembara Rindu,Habiburrahman El Shirazy,Republika Penerbit,9786237458098,2019,800,Sastra,75000,1,Kembara Rindu
Chairil Anwar: Pelopor Angkatan 45,H.B Jassin,Narasi,9789791682985,2013,800,Sastra,75000,1,Chairil Anwar: Pelopor Angkatan 45
Hayami Matsumiku,Sophie Febri,"Sheila, Andi Offset",9789792901290,2008,800,Sastra,75000,1,Hayami Matsumiku
Bubble Love,Fei & Lia Indra Andriana,CV. Andi Offset,9789792926125,2011,800,Sastra,75000,1,Bubble Love
Underground Novel,Ika Natassa,Gramedia Pustaka Utama,9786020319469,2010,800,Sastra,75000,1,Underground Novel
Dear Nathan ,Erisca Febriani,PT. Melvana Media Indonesia,9786026940612,2016,800,Sastra,75000,1,Dear Nathan 
Laura and The Sweet Adventure,Sabrina Putri Lofissa,PT. Mizan Pustaka,9786022424666,2014,800,Sastra,75000,1,Laura and The Sweet Adventure
Misteri Lukisan Tua,Violita Maulani Aisha ,PT. Mizan Pustaka,9786024200589,2017,800,Sastra,75000,1,Misteri Lukisan Tua
Stranded,Oryza Sativa Apriyani,PT. Mizan Pustaka,9786022427735,2015,800,Sastra,75000,1,Stranded
Bubble Gum,Adzimattinur Siregar,Gema Insani,9795601261,2006,800,Sastra,75000,1,Bubble Gum
Separate Beads,LaVyrle Spencer,Gagas Media,9789797804619,2012,800,Sastra,75000,1,Separate Beads
Ayat-Ayat Api,Sapardi Djoko Damono,Gramedia Pustaka Utama,9786020339535,2017,800,Sastra,75000,1,Ayat-Ayat Api
Studio Five,Anthony Manning,Oxford University Wetherall,9780194247658,2010,800,Sastra,75000,1,Studio Five
Look At Me,Dayat Simbaia,Pastel Books,9786027870918,2015,800,Sastra,75000,1,Look At Me
KKPK Sejuta Bibit Impian,"Intan Nurhaliza, dkk",DAR Mizan,9786022424673,2014,800,Sastra,75000,1,KKPK Sejuta Bibit Impian
Fatimah Azahra: Kerinduan Dari Karbala,Sibel Erasland,Kaysa Media,9789791479738,2014,800,Sastra,75000,1,Fatimah Azahra: Kerinduan Dari Karbala
Seruni,Almas Sufeeya,PT Republika Penerbit,9786020822396,2017,800,Sastra,75000,1,Seruni
Amira Cinta Dari Tanah Surga,Suliwe ,Gema Insani ,9789790772465,2011,800,Sastra,75000,1,Amira Cinta Dari Tanah Surga
Salju,Orhan Pamuk,Serambi Ilmu Semesta,9786022900405,2015,800,Sastra,75000,1,Salju
TORIAD,Ziggy Z.,PT Mizan Pustaka,9786022424611,2014,800,Sastra,75000,1,TORIAD
Mahadaya Cinta Nabi&Rasul,Yanuardi Syukur,Al Maghfiroh,9786027633353,2014,800,Sastra,75000,1,Mahadaya Cinta Nabi&Rasul
Jadikan Aku Yang Pertama,Kiki Handriyani,Pustaka Rama,9786029642940,2010,800,Sastra,75000,1,Jadikan Aku Yang Pertama
Mystery Of Yellow Room,Gaston Leroux,VisiMediaPustaka,9790651864,2013,800,Sastra,75000,1,Mystery Of Yellow Room
DIVORTIARE,IKA NATASSA,PT Gramedia Pustaka Utama ,9789792288087,2008,800,Sastra,75000,1,DIVORTIARE
Anak Semua Bangsa,PRAMOEDYA ANANTA Toer,Lentera Dipantara,9799731240,1980,800,Sastra,75000,1,Anak Semua Bangsa
Ubur-Ubur Lembur,Raditya Dika,Gagas Media,9789797809157,2018,800,Sastra,75000,1,Ubur-Ubur Lembur
Gading-Gading Ganesha: Bahwa Cinta Itu Ada,Dermawan Wibisono,Mizan Pustaka,9789791990813,2009,800,Sastra,75000,1,Gading-Gading Ganesha: Bahwa Cinta Itu Ada
Misteri Monster Bulan,Ina Inong,DAR! Mizan,9786022424987,2014,800,Sastra,75000,1,Misteri Monster Bulan
Di Bawah Naungan Cahaya-Mu,Desi Puspitasari,Bunyan,9786027888500,2013,800,Sastra,75000,1,Di Bawah Naungan Cahaya-Mu
Ubur-Ubur Kabur,Devania Annesya,PT CV ANDI OFFSET,9789792916010,2010,800,Sastra,75000,1,Ubur-Ubur Kabur
Reinkarnasi,Sinta Yudisia,Lingkar Pena Kreativa,9786028436182,2009,800,Sastra,75000,1,Reinkarnasi
Bluish 2,Esa Khairina Husein,PT. Mizan Pustaka,9786022420323,2014,800,Sastra,75000,1,Bluish 2
Friends Lullaby,Marion Rayhan Az-Zahra,PT. Mizan Pustaka,9786022424093,2014,800,Sastra,75000,1,Friends Lullaby
GG Forever,Dientianovi Ridaul Maghfiroh,PT. Mizan Pustaka,9786024200725,2014,800,Sastra,75000,1,GG Forever
Sweety Pastello Macaron,Muthia Fadhila Khairunnisa,PT. Mizan Pustaka,9786022425076,2014,800,Sastra,75000,1,Sweety Pastello Macaron
Perseus,Janos Jantner,Oxford University Press,9780194249379,2012,800,Sastra,75000,1,Perseus
Motif Unik,Hasna Gahayu Febriyanti,PT. Mizan Pustaka,9786022427896,2015,800,Sastra,75000,1,Motif Unik
Sesuatu yang Tertunda,Sky Nakayama ,PlotPoint Publishing,9786029481327,2013,800,Sastra,75000,1,Sesuatu yang Tertunda
Amazing Islam,Tanfidz T.Bangdzia & Asage. Lizadi,PT. Bentang Pustaka,9786024301453,2017,800,Sastra,75000,1,Amazing Islam
Kekasih Rembulan,Fahri Asiza,Gema Insani,9795618806,2004,800,Sastra,75000,1,Kekasih Rembulan
Jujur Seperti Rasulullah,Halfino Berry  & Rohmat Kurnia,Sygma Creative Media Corp,9789790557086,2019,800,Sastra,75000,1,Jujur Seperti Rasulullah
Salah Asuhan ,Abdoel Moeis,PT Balai Pustaka,9794070645,2009,800,Sastra,75000,1,Salah Asuhan 
Sakinah Bersamamu,Asma Nadia,AsmaNadia Publishing Hous,9786029672558,2010,800,Sastra,75000,1,Sakinah Bersamamu
Satu Per Tiga,Ryandi Rachman,Bukune,6022201047,2013,800,Sastra,75000,1,Satu Per Tiga
Kupilih Jalan Gerilya,E. Rokajat Asura,Imania,9786027926219,2015,800,Sastra,75000,1,Kupilih Jalan Gerilya
Kiss That Frog,Brian  Tracy ,Penerbit Gemilang,9786021985427,2012,800,Sastra,75000,1,Kiss That Frog
Ramadhan Tiba,"Sunu Hadi, dkk",Erlangga,9789790332652,2007,800,Sastra,75000,1,Ramadhan Tiba
Batu-Batu Lapar,Rabinndranath Tagore,Narasi ,979168510X,2017,800,Sastra,75000,1,Batu-Batu Lapar
Dapur Kreativitas Para Juara,Salman Iskandar,PT. Mizan Buaya Kreativa,9793512253,2003,800,Sastra,75000,1,Dapur Kreativitas Para Juara
Ketika Cinta Kejar Tayang,Herik,Bukune,6022200423,2012,800,Sastra,75000,1,Ketika Cinta Kejar Tayang
HAWA,NAZAN BEKIROGLU,Kaysa Media,9786022150565,2019,800,Sastra,75000,1,HAWA
KEMI 3: Tumbal Liberalisme ,Adian Husaini,Gema Insani,9786022502609,2015,800,Sastra,75000,1,KEMI 3: Tumbal Liberalisme 
The Selfish Giant,Oscar Wilde,Oxford University Press,9780194249317,2012,800,Sastra,75000,1,The Selfish Giant
Chairul Tanjung Si Anak Singkong,Tjahja Gunawan Diredja,Buku Kompas,9789797096502,2012,800,Sastra,75000,1,Chairul Tanjung Si Anak Singkong
The Brief Wondrous Life of Oscar Wao ,Junot Diaz ,PT. Mizan Pustaka,9786029225198,2008,800,Sastra,75000,1,The Brief Wondrous Life of Oscar Wao 
Tinggal Dan Bekerja Di Prancis,"Alan Hart, Word++ Translation Service",Bentang Pustaka,9786028864060,2010,800,Sastra,75000,1,Tinggal Dan Bekerja Di Prancis
Ahmad dan Domba Kecilnya,Wikan Satriati,PT. Pustaka Abdi Bangsa ,9786020822334,2016,800,Sastra,75000,1,Ahmad dan Domba Kecilnya
Romance Of Three KIngdom,Hwang Seok Yeong,DAR! Mizan,9789790664074,2011,800,Sastra,75000,1,Romance Of Three KIngdom
Cintaku Mentok di Facebook,Izul Jo,Andi Offset,9789792915693,2010,800,Sastra,75000,1,Cintaku Mentok di Facebook
Hijablicious,Al-Khansa Shalihah,Mizan Pustaka,9786029255799,2014,800,Sastra,75000,1,Hijablicious
25 Cerita Berima Sahabat Rasul,Ridwan Abqary,DAR! Mizan,9786024202781,2017,800,Sastra,75000,1,25 Cerita Berima Sahabat Rasul
The Naked Traveler 4,Trinity,Penerbit B First,9786021246092,2015,800,Sastra,75000,1,The Naked Traveler 4
Laskar Pelangi The Phenomenon,Asrori S. Karni,Mizan Publika,9789791142274,2008,800,Sastra,75000,1,Laskar Pelangi The Phenomenon
Berperang Demi Tuhan,"Karen Armstrong, T Hermaya",Mizan Pustaka,9789794338124,2001,800,Sastra,75000,1,Berperang Demi Tuhan
Ilmuwan Muslim Pengubah Dunia,Norwita Ariany,DAR! Mizan,9786022425052,2014,800,Sastra,75000,1,Ilmuwan Muslim Pengubah Dunia
Happy Little Soul,Retno Hening Palupi,Gagas Media,9789797808860,2017,800,Sastra,75000,1,Happy Little Soul
Three Happy Girls,Oryza Sativa Apriyani,PT. Mizan Pustaka,9786022426592,2015,800,Sastra,75000,1,Three Happy Girls
Family Fun Bike,Asri Kamila Ramadhani ,PT. Mizan Pustaka,9786022422976,'2014,800,Sastra,75000,1,Family Fun Bike
Kembaranku ,Aisyah Putri Arindah,PT. Mizan Pustaka,9786022425496,2014,800,Sastra,75000,1,Kembaranku 
The Game and The Fairy Tale,Anita Hairunnisa,PT. Mizan Pustaka,9786028994606,2011,800,Sastra,75000,1,The Game and The Fairy Tale
Holliday in Amerika,Mia Ma'rifah,PT. Mizan Pustaka,9786024201623,2016,800,Sastra,75000,1,Holliday in Amerika
Pesta Lampion,Asma'Uwaida Zami ,PT. Mizan Pustaka,9786022425892,2014,800,Sastra,75000,1,Pesta Lampion
693 KM Jejak Gerilya Sudirman,Ayi Jufridar ,Noura Books,9786021306079,2014,800,Sastra,75000,1,693 KM Jejak Gerilya Sudirman
Secret Kingdom Lembah Unicorn,Rosie Banks,Penerbit Mizan,9789794337653,2012,800,Sastra,75000,1,Secret Kingdom Lembah Unicorn
Dia ,Nonier ,Gagas Media,9797803953,2010,800,Sastra,75000,1,Dia 
Islammu Adalah Maharku,Ario Muhammad,PT. Elex Media Komputindo,9786020267999,2015,800,Sastra,75000,1,Islammu Adalah Maharku
Tomorrow's Way of Love,Zephyr,CV. Andi Offset ,9789792951288,2015,800,Sastra,75000,1,Tomorrow's Way of Love
Palestina Membara : Duka Orang-Orang Terusir,"Joe Sacco, Ary Nilandari",DAR! Mizan,9789797528317,2008,800,Sastra,75000,1,Palestina Membara : Duka Orang-Orang Terusir
Ghost Fleet,"P.W Singer, August Cole",Mizan Pustaka,9786024410766,2018,800,Sastra,75000,1,Ghost Fleet
Pandora ,Utari Rachma Siwi,PT. Mizan Pustaka,9786024200848,2016,800,Sastra,75000,1,Pandora 
Anak-Anak Ibrahim ,Rabi March Schneier & Imam Shamsi Ali,PT. Mizan Pustaka,9786021306437,2014,800,Sastra,75000,1,Anak-Anak Ibrahim 
Bintang-bintang Penerus Doktor Cilik,Dina Y Sulaeman,Pustakan Iman,9786028648066,2011,800,Sastra,75000,1,Bintang-bintang Penerus Doktor Cilik
Jalan lain Ke Tulehu,Zen RS,PT Bentang Pustaka,9786022910404,2014,800,Sastra,75000,1,Jalan lain Ke Tulehu
Karena Kita Begitu Berharga,Ade Hashman,Republika,9786028997454,2012,800,Sastra,75000,1,Karena Kita Begitu Berharga
Aku Bilang Masya Allah,Noor H. Dee,Mizan Media Utama,9786023850358,2017,800,Sastra,75000,1,Aku Bilang Masya Allah
Tablet Untuk Naiffa,"Annisa Muthia, dkk",DAR! Mizan,9786022423935,2014,800,Sastra,75000,1,Tablet Untuk Naiffa
Kumpulan Puisi Indonesia-Malaysia,Sapardi Djoko Damono,Institut Terjemahan & Buku Malaysia Berhad dan Yayaysan Pustaka Obor Indonesia,9789794619056,2014,800,Sastra,75000,1,Kumpulan Puisi Indonesia-Malaysia
Gimbal-Gimbal Cantik,Laksita Judith Tabina dkk,DAR! Mizan,9786022424238,2012,800,Sastra,75000,1,Gimbal-Gimbal Cantik
Jelajah Negeri Sendiri,Kompasiana,Penerbit Bentang (PT Bentang Pustaka),9786027888814,2014,800,Sastra,75000,1,Jelajah Negeri Sendiri
"Hateship,Frienship, Courtship,Loveship, Marriage",Alice Munro,Bentang Pustaka,9786022911012,2001,800,Sastra,75000,1,"Hateship,Frienship, Courtship,Loveship, Marriage"
Mary Poppins Comes Back,P.L. TRAVERS,PT Mizan Pustaka,9786029225544,2015,800,Sastra,75000,1,Mary Poppins Comes Back
Ketika Cinta Bertasbih 2,Habiburrahman El Shirazy,PT Gramedia,9789791102131,2007,800,Sastra,75000,1,Ketika Cinta Bertasbih 2
Daynara Cooking Trip,Syahla,PT Mizan Pustaka,9786022423256,2014,800,Sastra,75000,1,Daynara Cooking Trip
Panggil Aku Kartini Saja,Pramoedya Ananta Toer,Lentrera Dipantara,9789793820057,2003,800,Sastra,75000,1,Panggil Aku Kartini Saja
Pants On Fire: Si Tukang Bohong,Meg Cabot,Gramedia Pustaka Utama,9789792266948,2011,800,Sastra,75000,1,Pants On Fire: Si Tukang Bohong
Kecupan yang sangat dirindunya,Taufiqurrahman Al- Azizy,DIVA PRESS,9786021912058,2012,800,Sastra,75000,1,Kecupan yang sangat dirindunya
Manage Your Love,Miski M. M.,Aswaja Pressindo,9786021483954,2015,800,Sastra,75000,1,Manage Your Love
Heart actually,Yunisa KD,PT Gramedia Widiasarana,9786022514961,2014,800,Sastra,75000,1,Heart actually
Surga Juga Buat Remaja Lho,M. Iwan Januar,Gema insani,9795618504,2003,800,Sastra,75000,1,Surga Juga Buat Remaja Lho
The Pink Shoes,Maulidya Risti Fatihah,Mizan Pustaka,9786022428053,2016,800,Sastra,75000,1,The Pink Shoes
"Be PeDe, please!",Fachmy Casofa,Gema Insani,9789790772137,2010,800,Sastra,75000,1,"Be PeDe, please!"
Rapuh ,Dodi Prananda,Wahyu Media,9797957756,2013,800,Sastra,75000,1,Rapuh 
The Last Of The Monicans,James Fenimore Cooper,Oxford University Press,9780194248181,2003,800,Sastra,75000,1,The Last Of The Monicans
This Is Africa,J Erickson Ginting,Pastel Books,9786020851181,2015,800,Sastra,75000,1,This Is Africa
One Smart Sheep,Gary D. Schmidt & Elizabeth Stickney,hmhbooks.com,9780544888357,2021,800,Sastra,75000,1,One Smart Sheep
Ketika Cinta Bertasbih 1,Habiburrahman El Shirazy,Republika Penerbit,9789793210841,2007,800,Sastra,75000,1,Ketika Cinta Bertasbih 1
The Jilbab Traveler,Asma Nadia,Asma Nadia Publishing House,9786029055139,2012,800,Sastra,75000,1,The Jilbab Traveler
Insya Allah You'll Find Your Way,Hengki Kumayandi,Kawah Media,9707959079,2014,800,Sastra,75000,1,Insya Allah You'll Find Your Way
Sang Penakluk Kutukan,Arul Chandrana,Pustaka Abdi Bangsa,9786020822181,2016,800,Sastra,75000,1,Sang Penakluk Kutukan
I Miss You Dad,Dyah Apriliani,Mizan Medua Utama,9786022424871,2014,800,Sastra,75000,1,I Miss You Dad
Kemi 2: Menyelusuri Jejak Konspirasi,Adian Husaini,Gema Insani,9786022500681,2012,800,Sastra,75000,1,Kemi 2: Menyelusuri Jejak Konspirasi
Bintang Di Langit Baiturrahman,FLP ACEH,Gema Insani,9795619357,2004,800,Sastra,75000,1,Bintang Di Langit Baiturrahman
Kamigilan Angkernya Kedung Blangah,Sutardi MS Dihardjo,Mediakita,9797944255,2013,800,Sastra,75000,1,Kamigilan Angkernya Kedung Blangah
Bunga Bunga Rindu,Badri Wahab,Republika Penerbit,9789791102025,2007,800,Sastra,75000,1,Bunga Bunga Rindu
Dari Istana Topkapi Hingga Eksotisme Masjid Al-Azhar,Ahmad Rofi' Usmani,PT Mizan Pustaka,9786028236980,2011,800,Sastra,75000,1,Dari Istana Topkapi Hingga Eksotisme Masjid Al-Azhar
Siti Nurbaya Kasih Tak Sampai,Marah Rusli,PT Balai Pustaka,9789794071670,2013,800,Sastra,75000,1,Siti Nurbaya Kasih Tak Sampai
Merpati Tak Pernah Ingkar Janji,Mira W,Gramedia Pustaka Utama,9786020319520,2015,800,Sastra,75000,1,Merpati Tak Pernah Ingkar Janji
The Adventures of Detective Brown,G.K.Chesterton,VisiMediaPustaka,9789790651913,2013,800,Sastra,75000,1,The Adventures of Detective Brown
Bu Guru Funky And Her Funkier Students,bugurufunky,Rak buku,9786027114043,2026,800,Sastra,75000,1,Bu Guru Funky And Her Funkier Students
Secretly Greatly 4,Choi Jong HUN,Mizan Media Utama,9786027662278,2014,800,Sastra,75000,1,Secretly Greatly 4
"Super Diary 1: Jika Aku Punya Mata Super, apa aku bisa melihat Allah ?",Alif,Republika,978602082228,2016,800,Sastra,75000,1,"Super Diary 1: Jika Aku Punya Mata Super, apa aku bisa melihat Allah ?"
Poltergeist,"Alief Wheza, Tessia",Mizan Pustaka,9786022428220,2016,800,Sastra,75000,1,Poltergeist
A Love's Fairytale,Putu Felisia,PT Mizan Pustaka,9786021637067,2013,800,Sastra,75000,1,A Love's Fairytale
Everlasting Love,Alit Tisna Palupi Dkk,GagasMedia,9797806804,2013,800,Sastra,75000,1,Everlasting Love
Jadi Penulis? Siapa Takut!,Alif Danya Munsyi,Kaifa,9786028994781,2012,800,Sastra,75000,1,Jadi Penulis? Siapa Takut!
Kitten Heels,Tita Rosianti,GagasMedia,9789797803148,2009,800,Sastra,75000,1,Kitten Heels
Kalam Cinta Dari Tuhan,K.H.A. Mustofa Bisri,Republika,9789793210933,2007,800,Sastra,75000,1,Kalam Cinta Dari Tuhan
Moga Bunda Disayang Allah,Tere Liye,Republika Penerbit,9786028997652,2013,800,Sastra,75000,1,Moga Bunda Disayang Allah
Rembulan Tenggelam Di Wajahmu,Tere Liye,Republika Penerbit,9789791102469,2009,800,Sastra,75000,1,Rembulan Tenggelam Di Wajahmu
Kun Fayakun Kun La Takun,Irfan L Sarhindi,Bentang Pustaka,9786027888456,2013,800,Sastra,75000,1,Kun Fayakun Kun La Takun
I Shall Not Hate,Izzeldin Abuelaish,Mizan Pustaka,9786029225228,2011,800,Sastra,75000,1,I Shall Not Hate
Janji,Tere Liye,PT Sabak Grip Nusantara,9786239726201,2022,800,Sastra,75000,1,Janji
Fatimeh Goes To Cairo,Achoer,DAR! Mizan,9789790660175,2009,800,Sastra,75000,1,Fatimeh Goes To Cairo
Candy Rendy,Paresma Elvigro,Andi Offset,9789792950465,2015,800,Sastra,75000,1,Candy Rendy
Pukat,Tere Liye,Republika Penerbit,9789791102735,2010,800,Sastra,75000,1,Pukat
Daun Yang Tak Pernah Membenci Angin,Tere Liye,PT Gramedia Pustaka,9789792257809,2010,800,Sastra,75000,1,Daun Yang Tak Pernah Membenci Angin
Terbanglah Kemana Cinta Membawamu,Pico Iyer,PT Serambi Ilmu Semesta,9786022900344,2015,800,Sastra,75000,1,Terbanglah Kemana Cinta Membawamu
Pergi ,Tere Liye,Sabakgrip Nusantara,9786239554514,2022,800,Sastra,75000,1,Pergi 
Drunken Monster,Pidi Baiq,Pastel Books,9786027870673,2015,800,Sastra,75000,1,Drunken Monster
Melankolia Ninna ,Robin Wijaya,PT. Falcon ,9786026051417,2016,800,Sastra,75000,1,Melankolia Ninna 
Habis Nikah Terbitlah Berkah,Ali Abdullah,PT Elex Media Komputindo,9786020265629,2015,800,Sastra,75000,1,Habis Nikah Terbitlah Berkah
Itoko Ingin Diet,"Miko Ito, Titis Setyowati",Benteng Belia,9786027975521,2014,800,Sastra,75000,1,Itoko Ingin Diet
The Great Hunt: Sang Peniup Sangkakala,"Robert Jordan, Femmy Syahrani, Dina Begum",Mizan Pustaka,9789794337332,2013,800,Sastra,75000,1,The Great Hunt: Sang Peniup Sangkakala
Saudade,Asriaci,PT Bumi Semesta Media,9786025508721,2019,800,Sastra,75000,1,Saudade
Drunken Marmut,Pidi Baiq,Pastel Books Mizan Pustaka,9786020851174,2015,800,Sastra,75000,1,Drunken Marmut
Catatan Ayah Tentang Cintanya Kepada Ibu,Sandi Firly,GagasMedia,9797807925,2015,800,Sastra,75000,1,Catatan Ayah Tentang Cintanya Kepada Ibu
Dear Mama,Meity Mutiara Dkk,Gradian Mediatama,9786022081135,2013,800,Sastra,75000,1,Dear Mama
3 Little Angels,Valencia Mieke Randa,Mizan Pustaka,9786021637081,2013,800,Sastra,75000,1,3 Little Angels
Avalon: Jalinan Sihir,Rachel Roberts,Mizan Pustaka,9789794336809,2012,800,Sastra,75000,1,Avalon: Jalinan Sihir
Kania's Dream,Nelfi Syafrina,DAR! Mizan,9789790668560,2012,800,Sastra,75000,1,Kania's Dream
Ada Surga Di Telapak Kaki Ibu,Mokh. Syaiful Bakhri,Erlangga ,9789797816896,2006,800,Sastra,75000,1,Ada Surga Di Telapak Kaki Ibu
NISKALA,Arnis Silvia,Kosa Kata Kita,9786239014827,2019,800,Sastra,75000,1,NISKALA
Ipung,Prie GS,Republika Penerbit,9789791102384,2008,800,Sastra,75000,1,Ipung
The Christmas Secret,Donna VanLiere,Gradien Mediatama,9786022080855,2012,800,Sastra,75000,1,The Christmas Secret
Senandika Prisma,Aditya Yudis,Falcon,9786026052424,2016,800,Sastra,75000,1,Senandika Prisma
Aisyah Putri Jilbab In Love,Asma Nadia,AsmaNadia Publishing,9786029055313,2014,800,Sastra,75000,1,Aisyah Putri Jilbab In Love
Faith And The City,E. Rokajat Asura,Imania,9786027926219,2015,800,Sastra,75000,1,Faith And The City
Tubuh Renta Ini Siap Menjagamu,Eidelweis Almira,Zettu,9786027999893,2014,800,Sastra,75000,1,Tubuh Renta Ini Siap Menjagamu
Sweet Sour Love,Afin Yulia,Andi Offset,9789792951561,2015,800,Sastra,75000,1,Sweet Sour Love
Klub Koran Briggel Park,Diella Rossa,DAR! Mizan,9786022425199,2014,800,Sastra,75000,1,Klub Koran Briggel Park
Disitu Saya kadang Merasa Sedih,Irfan Journey,Wahyu Qolbu,9797959686,2015,800,Sastra,75000,1,Disitu Saya kadang Merasa Sedih
Revolusi Dari Secangkir Kopi,Didik Fotunadi,Mizan Pustaka,9789794338520,2014,800,Sastra,75000,1,Revolusi Dari Secangkir Kopi
Korean Love Story,"Marlina Heriyana, dkk",PT CV ANDI OFFSET,9789792951622,2015,800,Sastra,75000,1,Korean Love Story
The Revenant,"Michael Punke, Reni Indardini, Putro Nugroho",Noura Books,9786023850877,2016,800,Sastra,75000,1,The Revenant
Secretly Greatly 3,Choi Jong Hun,Secondwind,9786027662223,2026,800,Sastra,75000,1,Secretly Greatly 3
Beastly,"Alex Flinn, Harisa Permatasari",Mizan Pustaka,9789794336120,2007,800,Sastra,75000,1,Beastly
Silam,Risa Saraswati,RDM Publisher,9786025164651,2026,800,Sastra,75000,1,Silam
The Casual Vacancy ,J.K Rowling,Qanita PT. Mizan Pustaka,9786021637722,2012,800,Sastra,75000,1,The Casual Vacancy 
Umar Makan Bersama Nabi,Dewi Mulyani,PT. Mizan Pustaka,978602133748,2015,800,Sastra,75000,1,Umar Makan Bersama Nabi
Tom Gates: Semuanya Luar Biasa (lumayanlah),"Liz Pinchon, Maria Lubis",PT. Mizan Publika,9786023850792,2016,800,Sastra,75000,1,Tom Gates: Semuanya Luar Biasa (lumayanlah)
Pangeran Bumi Kesatria Bulan,Ary Nilandari,PT. Mizan Pustaka,9786021637388,2014,800,Sastra,75000,1,Pangeran Bumi Kesatria Bulan
Shaidan,Radexn,Romancious,9786026922649,2016,800,Sastra,75000,1,Shaidan
Bintang Jindo,Susanti Hara JV,DAR! Mizan,9786022424437,2013,800,Sastra,75000,1,Bintang Jindo
Fantasteen #27: Miranda,"Wikhuna Kultsum Nabilah,dkk",DAR! Mizan,9786022428268,2015,800,Sastra,75000,1,Fantasteen #27: Miranda
Sakura Engkaulah Takdirku,Hardius Usman,PT. Elex Media Komputindo,9786020231044,2014,800,Sastra,75000,1,Sakura Engkaulah Takdirku
Rapijali 1: Mencari,Dee Lestari,Bentang Pustaka,9786022917724,2021,800,Sastra,75000,1,Rapijali 1: Mencari
Young Mariage,Rena Mayriska,DAR! Mizan,9786026716453,2019,800,Sastra,75000,1,Young Mariage
Laskar Pelangi ,Andrea Hirata,PT. Bentang Pustaka,9793062797,2006,800,Sastra,75000,1,Laskar Pelangi 
Runtuhnya Menara Azan,Yanti SoeParmo,Mizania,9786028236201,2009,800,Sastra,75000,1,Runtuhnya Menara Azan
Peter,Risa Saraswati,Bukune,9786022201885,2017,800,Sastra,75000,1,Peter
"Scary Tales #3: Good Night, Zombie",James Peller,Noura Books,9786020989419,2015,800,Sastra,75000,1,"Scary Tales #3: Good Night, Zombie"
"Senja, Hujan dan Cerita yang Telah Usai",Boy Candra,Mediakita,9797944999,2015,800,Sastra,75000,1,"Senja, Hujan dan Cerita yang Telah Usai"
Floating In Space,Naela Ali,Pop Icecube,9786024249939,2018,800,Sastra,75000,1,Floating In Space
Tititp Rindu ke Tanah Suci,Aguk Irawan MN,Republika,9786020822877,2017,800,Sastra,75000,1,Tititp Rindu ke Tanah Suci
